Frequency (Hz),Channel 1 level (dBFS),Channel 2 level (dBFS)
11931,-1.8820655462080058,-1.8933896449517942
12049,-1.8919558033613235,-1.9043864203774383
12168,-1.9009387560465596,-1.9146256151374237
12288,-1.8345684780646971,-1.84900943628928
12410,-1.893175883337035,-1.9090272279210723
12533,-1.9125970454512213,-1.929586367520498
12656,-1.9041903027107754,-1.9224255066703524
12782,-1.8788925458174104,-1.898387872440371
12908,-1.9314489965121941,-1.9515147268112143
13036,-1.9416168979095243,-1.962737331292514
13164,-1.9499177722628644,-1.9721229014544281
13295,-1.8727345598706053,-1.8957163235753685
13426,-1.9072908604621261,-1.931648186531378
13559,-1.9576575469774742,-1.9830656295849547
13693,-1.9715582818231017,-1.9984993103409714
13828,-1.9663928324849262,-1.9942232324991167
13965,-1.930363960878804,-1.9591719716219895
14103,-1.988661294265584,-2.018586400513372
14242,-1.997740890817136,-2.0288686186662037
14383,-2.0006658619321858,-2.0329765970599016
14525,-1.998948406064029,-2.031703970853627
14669,-1.9636189455744884,-1.9972837643528578
14814,-2.0083012146294594,-2.0428663523606714
14960,-1.9426762936703552,-1.9784866836226138
15108,-2.0191170242746503,-2.056135676167501
15257,-2.0026855188396837,-2.0406105736385864
15408,-1.9932304190847923,-2.031599512045185
15560,-1.9939991389670375,-2.0334548447565766
15714,-2.018589083486111,-2.0589942482613814
15870,-2.0436128267294045,-2.0855543045602882
16026,-1.9701851024170978,-2.012716879412464
16185,-2.0499258277020598,-2.0932506194019513
16345,-2.0177516081486244,-2.061443806829492
16506,-1.9749230110121534,-2.0203966509372933
16669,-2.057259497657215,-2.1026780905331144
16834,-1.9790230164468028,-2.026104887620953
17001,-2.025428965523888,-2.0728442747710165
17169,-2.065863848013297,-2.1141747779753874
17338,-1.9863654992806588,-2.035383793451132
17510,-2.072903581608644,-2.1231097032897335
17683,-2.0600103870730733,-2.1105562508258364
17857,-2.0434491491885343,-2.09568359026108
18034,-2.0612007717966465,-2.1140508742100286
18212,-2.0813957877908678,-2.13467504469706
18392,-2.0764977207178106,-2.130100289406867
18574,-2.085550317568244,-2.1402240160205883
18757,-2.0380056268865365,-2.0933971692527615
18943,-2.102806713971704,-2.1593670502498803
19130,-2.1304411818928752,-2.1872815441283198
19319,-2.1020216080411753,-2.1600022745078284
19510,-2.204147886459694,-2.262736282544184
19703,-2.292719318970425,-2.3513136566536534
19897,-2.3759080223684936,-2.4357510645644176
20094,-2.4770724768455405,-2.537216938582432
20293,-2.640743677730505,-2.701336692405217
20493,-2.858524537004838,-2.9199726122669407
20696,-3.1490431450712215,-3.2114589358167063
20900,-3.4384500670241778,-3.500960874809449
21107,-3.835720603467882,-3.8991673552941606
21315,-4.264501408006389,-4.328352948356411
21526,-4.799781423326822,-4.864767546428078
21738,-5.446275691105683,-5.511386087670841
21953,-6.21602238007614,-6.281147686659157
22170,-7.134656628971888,-7.201018086916397
22389,-8.206737481400006,-8.27370437057777
22611,-9.589958453273303,-9.657778257461564
22834,-11.157040866424639,-11.226305610883452
23060,-13.106111516354916,-13.177863585422964
23287,-15.305322325203962,-15.381349648366255
23517,-17.698898197987702,-17.784975301026634
23750,-19.955394927383942,-20.059730464925046
