Frequency (Hz),Channel 1 level (dBFS),Channel 2 level (dBFS)
17683,-29.447762522983126,-36.844576199099606
17857,-29.431189882754147,-36.7431586671623
18034,-29.641166037357195,-36.82387143184124
18212,-31.007342240217,-36.717645980455075
18392,-32.76347924378637,-37.35703139260102
18574,-33.948873593437554,-38.10206173671932
18757,-34.371485177419466,-38.9196346755098
18943,-34.5347475918728,-39.68936869331958
19130,-35.18038095432924,-40.75052136624644
19319,-36.32104921199682,-43.364891770125936
19510,-36.85061309798037,-47.7679155805715
19703,-36.990638962862356,-53.30823395908283
19897,-37.3419854923572,-54.53783237900606
20094,-38.14125924920393,-54.8879883268084
20293,-39.69151115169121,-57.770182205482485
20493,-42.0768558918694,-57.52941455424968
20696,-44.3233283378603,-54.951384436345876
20900,-45.41167559182895,-54.691858272011686
21107,-45.593136752810715,-53.967687933686534
21315,-45.16247051398001,-55.19187010945352
21526,-46.424943146165525,-54.24714475218502
21738,-47.14912294698703,-54.71287430215868
21953,-49.10454340055418,-54.41501579071755
22170,-50.39292218166205,-54.8764490512131
22389,-50.610980331933185,-53.4608142862933
22611,-49.79276613456768,-50.21550696135514
22834,-48.24480286215544,-48.690194472115216
23060,-46.53824625540592,-47.324020751410124
23287,-44.824171716194925,-46.34873955574696
23517,-42.789582231595304,-45.360709710397174
23750,-40.81812960984379,-44.33812470553902
