Frequency (Hz),Channel 1 level (dBFS),Channel 2 level (dBFS)
18212,-25.433434153692893,-31.40040761473844
18392,-25.499894134140263,-31.163763230809586
18574,-25.457832053767973,-31.104765881711685
18757,-25.628852444909676,-30.977987255660686
18943,-26.17923273350594,-30.151252321404357
19130,-26.876936013300863,-30.05018440081667
19319,-27.032378342265027,-30.443169324164785
19510,-26.710385049068805,-30.845912531304606
19703,-25.877319808324245,-31.841126765911156
19897,-25.22098222139894,-33.461173595541226
20094,-25.02574709558366,-33.92271872296318
20293,-24.83600402131789,-31.721479992804632
20493,-24.483672735976818,-29.780589037275817
20696,-24.183917957834886,-29.692717626135952
20900,-23.906048868860474,-30.337782452918006
21107,-24.231554724504946,-30.82622300530469
21315,-25.993774697218768,-32.01895004297073
21526,-28.79265138705152,-33.560049671205725
21738,-31.900186849788057,-33.40874894085733
21953,-33.83999935333103,-32.93309406180907
22170,-33.43899732041509,-33.34544153274411
22389,-33.439182182916156,-34.24402231157901
22611,-33.63069977289672,-35.31694513477151
22834,-33.586129557493294,-36.423420269231364
23060,-33.885848891845406,-37.523026715444495
23287,-34.92272418623605,-39.462188456623316
23517,-36.967761474422986,-40.80054668596914
23750,-41.03242466374997,-40.56272730333115
